days_since_signup,sessions_7d,content_hours_7d,downloads_7d,paywall_views_7d,country_tier,converted
36,6,0.95,1,2,Tier_2,1
45,3,2.51,2,1,Tier_2,1
24,11,0.88,0,2,Tier_3,1
52,1,0.69,2,1,Tier_1,0
56,1,1.57,2,2,Tier_1,1
15,2,2.28,0,3,Tier_1,1
29,4,2.18,1,0,Tier_2,1
8,2,3.3,0,1,Tier_1,1
5,2,2.03,1,2,Tier_2,1
29,2,4.97,2,1,Tier_1,1
47,3,0.91,0,3,Tier_2,0
4,1,2.31,0,2,Tier_3,1
12,0,7.82,2,1,Tier_2,1
45,1,7.64,1,2,Tier_2,1
2,3,2.1,3,1,Tier_2,1
27,7,4.37,0,1,Tier_2,1
31,4,2.72,0,1,Tier_2,1
51,6,1.55,0,1,Tier_3,0
51,5,0.9,0,2,Tier_1,0
36,2,6.52,1,1,Tier_1,1
36,3,2.57,0,1,Tier_1,0
26,5,2.02,3,3,Tier_1,1
43,5,0.38,0,0,Tier_1,1
27,3,5.92,1,1,Tier_1,1
5,4,2.95,3,2,Tier_2,1
20,3,4.84,1,2,Tier_1,1
11,0,1.72,1,1,Tier_1,1
10,7,2.68,1,1,Tier_2,1
40,2,3.17,1,2,Tier_1,1
38,5,5.08,1,2,Tier_3,1
6,1,1.89,1,0,Tier_2,1
8,1,2.05,1,1,Tier_1,1
23,1,1.51,2,1,Tier_1,1
47,3,11.92,1,1,Tier_2,1
26,3,3.95,0,0,Tier_1,1
46,1,2.34,1,1,Tier_1,1
43,3,1.56,2,0,Tier_2,1
12,3,6.24,1,1,Tier_2,1
26,7,1.98,1,2,Tier_1,1
13,4,2.78,0,2,Tier_1,1
40,3,0.99,0,0,Tier_3,1
18,3,4.17,0,0,Tier_3,0
25,1,3.61,1,0,Tier_2,1
33,5,1.78,1,1,Tier_3,1
47,2,2.53,1,0,Tier_2,1
40,2,4.57,3,2,Tier_1,0
43,2,0.91,1,0,Tier_2,0
12,5,1.06,1,1,Tier_1,1
44,2,1.91,0,1,Tier_2,1
36,1,3.45,2,2,Tier_1,1
48,7,5.5,1,1,Tier_1,1
4,6,1.81,0,0,Tier_3,1
5,2,1.72,2,0,Tier_3,0
56,2,1.99,1,1,Tier_3,0
37,3,3.63,4,0,Tier_3,1
8,4,0.82,1,3,Tier_3,1
42,2,1.64,2,0,Tier_1,1
49,2,1.04,2,2,Tier_2,1
28,2,1.72,1,2,Tier_2,1
31,4,2.62,1,1,Tier_1,1
58,5,1.4,0,1,Tier_3,1
9,3,3.94,0,1,Tier_1,1
54,3,0.36,0,0,Tier_2,1
51,2,0.39,2,1,Tier_3,1
29,5,0.64,0,2,Tier_1,1
14,2,1.19,0,3,Tier_2,1
40,3,2.78,0,1,Tier_2,1
41,3,0.39,1,1,Tier_2,1
22,2,1.1,1,0,Tier_2,1
11,1,1.51,1,1,Tier_3,1
23,1,3.34,0,0,Tier_2,0
1,4,2.02,1,1,Tier_1,1
46,1,0.81,2,0,Tier_3,1
37,3,1.26,0,1,Tier_2,1
21,2,1.88,1,1,Tier_1,1
26,1,3.06,2,1,Tier_1,1
46,6,1.13,2,0,Tier_1,1
36,2,4.03,2,2,Tier_1,1
54,4,0.38,0,1,Tier_1,1
23,4,1.57,1,0,Tier_1,1
57,7,3.34,0,2,Tier_2,1
1,2,4.85,2,0,Tier_3,1
54,8,2.81,4,0,Tier_3,1
55,3,2.72,1,3,Tier_3,1
51,4,2.61,1,1,Tier_2,1
40,4,1.44,2,1,Tier_3,1
15,5,1.82,1,2,Tier_1,1
21,1,2.81,1,0,Tier_1,1
47,3,4.34,0,2,Tier_2,1
9,2,1.96,1,0,Tier_3,1
53,1,2.62,1,1,Tier_2,1
9,2,1.74,2,3,Tier_3,1
10,3,2.17,2,1,Tier_1,1
52,7,0.57,1,0,Tier_1,1
57,4,2.66,0,1,Tier_2,0
53,1,5.28,0,0,Tier_1,1
26,1,4.69,1,2,Tier_2,1
41,1,1.26,0,2,Tier_3,1
35,4,1.13,0,2,Tier_1,1
52,6,2.33,1,0,Tier_1,1
25,6,0.63,1,3,Tier_1,1
26,0,4.18,2,2,Tier_3,1
11,8,1.35,0,1,Tier_2,1
38,3,4.16,1,0,Tier_1,1
2,4,1.29,1,1,Tier_2,1
7,2,2.21,0,0,Tier_1,0
18,2,6.13,0,1,Tier_3,1
27,2,3.3,0,0,Tier_2,1
34,0,2.59,0,0,Tier_1,0
27,6,3.05,2,1,Tier_2,1
17,4,0.89,0,3,Tier_2,1
43,3,5.65,3,2,Tier_1,1
59,3,4.43,2,0,Tier_1,1
44,1,2.24,4,2,Tier_1,1
59,5,2.7,0,0,Tier_2,1
51,3,2.94,0,1,Tier_1,0
54,4,5.14,1,2,Tier_1,1
24,2,4.96,0,2,Tier_3,1
25,0,0.44,3,0,Tier_1,1
7,1,1.47,0,2,Tier_2,1
52,1,3.08,0,2,Tier_3,1
6,4,4.22,1,1,Tier_1,1
53,0,1.36,1,0,Tier_3,0
24,2,3.51,0,2,Tier_2,1
33,3,2.85,3,0,Tier_3,1
49,3,3.29,0,2,Tier_2,1
29,3,1.39,3,0,Tier_2,1
43,1,2.15,0,2,Tier_3,1
22,2,3.42,2,1,Tier_1,1
26,3,3.3,1,1,Tier_2,1
28,4,3.09,2,0,Tier_3,1
50,4,0.8,2,3,Tier_1,1
21,1,1.92,0,1,Tier_1,0
49,0,1.24,1,2,Tier_2,1
7,3,3.35,1,0,Tier_1,1
17,4,6.66,0,0,Tier_2,1
20,0,2.7,2,1,Tier_2,1
41,1,5.11,1,1,Tier_3,1
49,4,0.56,2,0,Tier_2,1
20,2,2.69,2,3,Tier_2,1
54,5,2.37,1,0,Tier_2,1
22,5,1.01,4,0,Tier_1,1
28,4,1.51,1,2,Tier_2,1
40,2,2.29,1,1,Tier_3,1
49,5,2.38,1,2,Tier_2,1
7,6,9.92,2,1,Tier_1,1
1,1,1.74,0,3,Tier_2,1
32,2,6.54,1,4,Tier_2,1
13,2,0.94,3,0,Tier_1,1
30,2,7.79,1,0,Tier_3,1
23,3,3.46,0,1,Tier_1,1
51,1,1.43,0,1,Tier_2,1
59,4,1.34,1,1,Tier_3,1
56,2,2.44,1,2,Tier_3,0
19,0,0.79,0,1,Tier_2,0
32,1,2.41,0,1,Tier_2,1
30,5,7.06,2,1,Tier_1,1
29,5,0.95,0,0,Tier_1,0
49,3,4.3,0,1,Tier_2,0
45,2,4.62,0,0,Tier_2,1
29,1,0.59,0,2,Tier_3,1
30,2,1.63,0,0,Tier_1,1
16,3,5.3,1,1,Tier_2,1
40,3,1.08,0,2,Tier_2,1
19,5,4.23,0,1,Tier_3,1
18,3,1.05,2,4,Tier_3,1
1,2,1.01,2,0,Tier_3,1
14,5,5.04,1,1,Tier_2,1
51,3,1.5,1,0,Tier_1,1
47,4,1.33,0,0,Tier_1,1
50,4,0.96,0,3,Tier_2,1
2,4,0.45,2,1,Tier_2,1
54,5,1.8,1,0,Tier_3,1
28,4,7.17,0,0,Tier_2,1
49,4,1.0,0,1,Tier_3,1
50,0,4.61,1,0,Tier_1,1
30,4,1.5,1,0,Tier_1,1
38,2,3.95,1,1,Tier_1,1
51,5,1.49,0,2,Tier_2,1
4,5,5.91,1,2,Tier_3,1
1,2,1.46,1,2,Tier_1,1
8,4,1.66,1,4,Tier_2,1
29,0,2.21,2,1,Tier_3,1
55,2,6.46,0,2,Tier_1,1
39,0,2.53,1,5,Tier_1,0
3,6,5.9,1,1,Tier_2,1
32,4,5.15,1,3,Tier_1,1
10,5,6.62,0,0,Tier_2,1
10,6,5.89,0,2,Tier_1,1
19,5,2.01,0,0,Tier_3,1
46,5,7.56,0,1,Tier_2,1
34,2,3.13,1,1,Tier_2,1
33,3,3.11,0,1,Tier_2,1
23,9,1.61,0,1,Tier_3,1
55,0,0.57,0,1,Tier_3,0
28,1,0.57,2,3,Tier_1,1
32,3,1.1,0,1,Tier_3,1
50,6,3.24,0,0,Tier_2,0
7,1,3.63,0,0,Tier_3,0
29,5,1.2,0,1,Tier_3,1
8,3,0.33,2,5,Tier_1,1
1,5,2.6,0,1,Tier_2,1
57,7,1.31,2,2,Tier_3,1
55,5,2.11,2,0,Tier_3,1
3,6,3.47,0,1,Tier_2,1
24,1,7.16,0,3,Tier_2,1
23,2,1.87,1,0,Tier_3,1
59,1,2.64,2,1,Tier_3,1
8,5,0.29,2,2,Tier_3,1
54,2,3.46,3,0,Tier_1,0
57,2,8.53,1,1,Tier_3,1
47,2,4.67,1,2,Tier_1,1
37,2,5.2,2,0,Tier_2,1
3,2,0.5,1,1,Tier_2,1
51,2,3.46,0,0,Tier_3,0
33,6,2.31,1,1,Tier_2,1
28,0,0.12,0,0,Tier_1,1
47,1,3.45,0,0,Tier_2,1
8,4,1.29,0,2,Tier_2,1
34,6,0.89,1,0,Tier_3,1
35,3,2.21,1,2,Tier_3,0
32,3,1.18,0,1,Tier_3,0
24,3,2.04,0,1,Tier_3,1
14,4,6.39,0,1,Tier_2,1
32,1,1.73,1,1,Tier_2,1
56,4,3.91,1,1,Tier_1,1
46,4,0.77,0,3,Tier_1,1
43,4,3.8,2,1,Tier_2,1
16,1,2.91,0,0,Tier_1,1
4,2,4.04,2,0,Tier_3,1
52,1,1.25,0,3,Tier_2,0
37,2,3.19,2,2,Tier_3,1
54,2,10.97,1,1,Tier_2,1
21,3,3.91,1,2,Tier_3,1
14,2,2.34,0,2,Tier_1,1
31,5,2.94,1,2,Tier_1,1
55,5,1.32,1,0,Tier_1,1
48,3,3.18,1,1,Tier_1,1
18,5,3.61,2,2,Tier_3,0
7,3,2.4,2,2,Tier_3,1
10,8,0.8,0,3,Tier_2,1
7,8,1.03,1,0,Tier_3,1
33,4,0.71,3,1,Tier_3,1
23,1,1.21,0,0,Tier_2,0
21,0,0.8,2,1,Tier_2,0
19,3,1.09,2,0,Tier_2,1
48,4,0.83,1,2,Tier_2,1
19,3,1.63,0,1,Tier_3,1
36,6,0.78,1,2,Tier_1,1
29,4,2.33,1,1,Tier_3,1
18,4,1.21,1,0,Tier_2,1
2,3,2.46,1,4,Tier_3,1
1,2,5.11,0,2,Tier_1,1
47,5,8.94,5,4,Tier_2,1
5,4,3.17,1,1,Tier_3,1
20,3,0.54,0,3,Tier_2,1
11,5,0.93,1,2,Tier_1,1
42,2,3.1,3,0,Tier_1,1
2,2,2.68,3,3,Tier_2,1
3,2,0.61,0,2,Tier_3,1
23,3,7.16,1,0,Tier_1,1
55,3,0.95,0,2,Tier_3,0
12,3,5.08,1,2,Tier_1,1
20,0,0.62,1,2,Tier_1,1
5,4,5.36,0,2,Tier_2,1
37,4,5.87,3,3,Tier_3,1
38,2,1.05,2,0,Tier_3,1
30,4,0.78,0,1,Tier_2,1
9,2,1.01,1,0,Tier_2,1
34,1,10.16,2,3,Tier_1,1
53,1,5.63,1,3,Tier_2,1
44,1,0.74,1,2,Tier_1,0
35,1,3.27,2,2,Tier_3,1
52,2,6.28,2,0,Tier_2,1
58,1,2.99,0,1,Tier_2,1
22,5,0.55,2,1,Tier_1,1
44,2,2.22,0,1,Tier_2,1
24,1,0.7,1,1,Tier_3,0
17,3,3.12,2,0,Tier_1,1
10,5,2.88,1,1,Tier_1,1
30,3,1.69,3,1,Tier_1,1
56,3,0.5,1,2,Tier_3,1
59,1,1.91,1,1,Tier_3,0
46,2,4.7,3,3,Tier_2,1
23,3,0.95,0,2,Tier_3,1
32,2,2.77,0,0,Tier_1,1
17,4,7.82,0,3,Tier_2,1
50,4,9.85,0,4,Tier_1,1
51,4,1.31,2,0,Tier_2,1
17,2,4.44,2,3,Tier_2,1
14,3,0.4,1,2,Tier_1,0
9,1,6.84,1,1,Tier_2,1
40,3,5.32,0,0,Tier_2,1
2,2,5.52,1,2,Tier_3,1
45,0,4.33,3,2,Tier_3,1
25,3,1.09,0,1,Tier_2,1
39,4,4.19,1,1,Tier_1,1
9,1,1.77,0,1,Tier_2,1
54,2,0.89,0,2,Tier_1,1
22,5,5.49,2,0,Tier_2,1
43,0,0.66,0,2,Tier_2,1
46,1,2.98,2,0,Tier_1,1
4,2,1.67,0,0,Tier_2,0
26,2,1.47,0,0,Tier_1,1
58,2,1.17,0,2,Tier_3,1
29,4,3.02,2,1,Tier_3,1
45,3,2.39,1,1,Tier_3,1
34,3,3.31,1,0,Tier_2,1
23,2,3.44,0,1,Tier_1,1
37,3,1.28,2,1,Tier_2,0
11,1,0.73,1,0,Tier_2,1
6,2,1.77,2,2,Tier_1,0
18,0,1.62,0,1,Tier_3,1
21,4,1.07,1,0,Tier_2,0
42,4,1.6,0,1,Tier_1,1
36,6,4.47,1,2,Tier_3,1
41,3,4.86,0,1,Tier_2,1
38,4,2.55,3,0,Tier_3,1
34,1,1.76,1,1,Tier_2,0
17,3,3.45,1,0,Tier_1,1
37,1,1.14,2,3,Tier_2,1
25,3,2.88,2,1,Tier_2,1
38,2,3.71,1,1,Tier_3,1
58,5,3.23,0,4,Tier_2,1
12,4,4.16,2,3,Tier_1,1
23,1,1.85,0,2,Tier_3,1
53,4,0.76,1,1,Tier_3,0
42,2,5.06,1,1,Tier_1,1
22,1,2.34,1,3,Tier_2,1
21,6,1.58,1,3,Tier_1,1
27,1,1.41,0,1,Tier_1,0
57,4,0.79,1,1,Tier_3,1
31,4,6.15,1,3,Tier_3,1
6,6,0.36,1,1,Tier_2,1
27,6,0.37,0,2,Tier_3,1
40,1,2.92,2,1,Tier_1,1
34,4,1.32,0,0,Tier_1,1
12,6,6.47,1,0,Tier_1,1
45,6,3.93,2,3,Tier_3,1
57,2,2.79,1,4,Tier_3,1
53,4,4.35,4,3,Tier_2,1
7,4,2.63,1,1,Tier_3,1
10,3,4.69,2,7,Tier_3,1
45,2,3.87,2,0,Tier_1,1
17,0,4.79,0,2,Tier_2,0
26,3,5.07,0,0,Tier_1,1
21,0,1.78,0,1,Tier_2,1
28,1,3.73,0,2,Tier_2,0
58,3,1.81,0,2,Tier_2,1
46,3,3.42,1,0,Tier_3,1
2,1,0.81,0,3,Tier_2,1
54,8,4.07,2,1,Tier_3,1
43,3,8.07,0,2,Tier_2,1
1,1,2.16,4,2,Tier_1,1
51,2,2.33,0,1,Tier_2,0
53,3,1.28,0,1,Tier_2,1
36,1,6.24,0,1,Tier_1,1
51,3,2.9,1,1,Tier_1,1
26,3,2.62,1,2,Tier_2,1
29,5,4.79,0,2,Tier_3,1
21,5,6.39,0,1,Tier_2,1
11,6,4.57,0,1,Tier_1,1
40,4,5.9,2,2,Tier_2,1
11,1,5.64,0,2,Tier_3,1
36,1,11.87,0,1,Tier_1,1
49,5,2.52,1,1,Tier_1,1
59,4,1.25,0,0,Tier_1,1
39,3,3.22,1,1,Tier_3,1
40,1,0.47,4,1,Tier_2,1
35,1,1.86,2,1,Tier_2,1
54,1,3.25,1,0,Tier_1,0
34,1,3.56,1,3,Tier_1,1
55,2,2.28,0,1,Tier_1,1
47,0,3.83,0,1,Tier_1,0
24,0,3.55,0,1,Tier_1,0
54,2,0.96,3,0,Tier_2,1
22,0,3.63,0,1,Tier_2,1
5,5,2.06,0,2,Tier_1,1
56,4,5.43,1,0,Tier_2,1
33,2,1.85,2,1,Tier_3,1
58,1,1.09,3,0,Tier_1,1
36,2,2.59,2,2,Tier_1,1
47,1,1.82,1,1,Tier_1,1
20,2,2.34,2,3,Tier_3,1
19,5,0.35,0,1,Tier_1,0
35,6,3.83,1,1,Tier_1,1
52,4,3.48,0,2,Tier_1,1
43,2,6.44,1,1,Tier_2,1
17,3,3.65,1,1,Tier_2,1
59,4,2.27,1,0,Tier_3,1
45,1,0.83,2,1,Tier_3,0
43,0,5.47,2,0,Tier_1,0
34,7,2.15,0,1,Tier_2,1
9,2,0.97,2,5,Tier_2,1
26,6,2.82,1,2,Tier_1,1
2,2,1.62,0,1,Tier_2,1
53,3,1.81,1,3,Tier_1,1
9,6,5.72,0,1,Tier_1,1
9,4,1.43,1,0,Tier_1,1
40,2,4.82,0,3,Tier_1,1
17,7,3.82,1,1,Tier_3,1
1,5,2.97,2,0,Tier_1,1
25,5,2.04,0,1,Tier_2,1
43,0,1.37,2,0,Tier_1,1
40,2,4.47,1,0,Tier_1,1
42,1,3.77,1,0,Tier_1,1
25,5,1.38,1,1,Tier_1,1
39,3,1.84,1,0,Tier_3,0
35,8,7.6,2,0,Tier_3,1
3,2,3.31,2,1,Tier_2,1
50,3,1.35,0,1,Tier_3,0
37,2,4.1,0,0,Tier_2,0
44,3,3.09,0,1,Tier_2,1
44,5,0.98,1,2,Tier_2,1
51,8,3.08,0,0,Tier_3,1
30,3,1.96,0,0,Tier_3,1
38,3,0.59,0,0,Tier_2,1
34,5,1.96,0,0,Tier_3,1
12,2,1.67,0,1,Tier_2,0
19,4,2.35,1,0,Tier_3,1
37,3,2.23,0,0,Tier_2,1
44,5,3.24,2,1,Tier_3,1
59,4,2.76,0,1,Tier_2,1
59,4,5.24,0,2,Tier_2,1
49,2,2.22,1,0,Tier_1,1
17,4,5.41,2,1,Tier_1,1
10,5,5.96,3,2,Tier_2,1
57,3,3.67,1,1,Tier_2,1
55,0,0.62,1,2,Tier_3,0
49,3,2.29,3,1,Tier_1,1
47,6,0.75,1,0,Tier_3,1
12,5,2.62,0,2,Tier_2,0
16,3,5.71,1,3,Tier_1,1
24,1,1.83,0,1,Tier_2,0
19,6,5.72,3,2,Tier_1,1
8,3,2.97,0,1,Tier_1,1
31,2,3.54,0,0,Tier_3,0
21,3,2.14,1,1,Tier_3,1
17,6,1.61,1,1,Tier_1,1
23,1,0.57,1,2,Tier_1,1
37,3,1.41,4,1,Tier_2,1
54,1,3.7,2,0,Tier_3,0
16,4,1.38,1,0,Tier_2,1
6,1,1.92,2,1,Tier_2,1
8,2,7.01,0,2,Tier_3,1
25,5,5.18,3,2,Tier_3,1
18,2,4.09,0,1,Tier_2,0
25,3,4.04,1,3,Tier_2,1
12,4,1.98,0,0,Tier_1,1
15,3,5.15,0,5,Tier_3,1
59,6,1.11,0,1,Tier_2,0
26,3,1.03,1,4,Tier_2,1
41,3,1.79,3,2,Tier_2,1
45,3,1.78,1,2,Tier_1,1
26,2,3.4,0,2,Tier_1,1
47,3,2.97,0,1,Tier_2,1
32,4,1.19,1,1,Tier_3,1
10,3,4.15,0,0,Tier_3,1
16,3,0.49,1,3,Tier_2,1
7,3,6.47,2,1,Tier_1,1
17,2,2.62,2,1,Tier_3,1
23,5,3.49,2,0,Tier_2,1
26,4,2.79,0,1,Tier_1,1
21,0,1.3,1,1,Tier_1,1
22,2,1.31,1,0,Tier_3,1
58,5,0.91,1,0,Tier_3,1
7,3,2.58,2,3,Tier_1,1
14,1,3.85,2,1,Tier_1,1
15,1,2.92,2,1,Tier_3,1
53,2,6.55,2,1,Tier_1,0
7,2,1.34,1,2,Tier_2,1
9,5,1.69,2,0,Tier_2,1
51,3,4.03,1,1,Tier_1,0
48,7,6.03,0,2,Tier_1,1
8,5,0.51,2,0,Tier_3,1
50,3,0.51,2,1,Tier_2,0
59,6,3.74,2,2,Tier_2,1
23,4,3.08,1,0,Tier_3,1
29,2,1.71,0,3,Tier_3,1
18,1,1.57,2,3,Tier_1,1
31,3,0.93,1,1,Tier_2,1
30,2,3.11,1,3,Tier_2,1
52,4,0.61,2,2,Tier_2,1
39,6,3.89,2,1,Tier_2,1
35,2,5.15,1,1,Tier_2,0
18,3,0.3,3,1,Tier_2,0
59,2,1.61,0,3,Tier_1,1
42,6,1.15,2,1,Tier_1,1
39,1,0.7,3,0,Tier_2,0
17,8,1.71,1,0,Tier_3,1
14,3,3.97,2,2,Tier_2,1
31,6,5.79,0,1,Tier_1,1
24,1,0.97,1,1,Tier_2,1
35,4,0.04,1,2,Tier_1,1
44,1,2.96,0,1,Tier_3,1
45,0,4.6,2,0,Tier_3,0
34,0,4.41,0,0,Tier_2,1
3,4,3.36,3,0,Tier_1,1
37,4,0.44,0,1,Tier_3,0
43,4,1.6,1,0,Tier_3,1
40,2,2.08,1,0,Tier_3,1
26,3,0.92,1,0,Tier_1,0
55,3,2.89,0,1,Tier_2,0
23,4,4.89,0,0,Tier_1,1
44,7,4.61,1,0,Tier_1,1
39,0,6.57,4,2,Tier_1,1
15,3,4.2,2,0,Tier_3,1
56,4,4.86,1,1,Tier_1,0
49,4,2.84,0,0,Tier_2,0
4,3,6.23,0,3,Tier_3,1
29,3,2.5,3,2,Tier_1,1
22,3,4.74,0,1,Tier_3,1
25,2,4.4,1,0,Tier_2,1
13,2,7.44,0,1,Tier_1,1
18,4,1.19,0,0,Tier_2,1
33,2,0.58,0,0,Tier_1,1
16,4,2.42,2,2,Tier_1,1
45,4,1.38,0,0,Tier_2,0
42,4,1.78,0,1,Tier_2,1
44,4,2.52,0,1,Tier_1,1
2,4,5.98,1,0,Tier_2,1
55,2,5.76,0,2,Tier_2,1
35,2,0.64,0,1,Tier_2,1
42,4,4.1,1,1,Tier_2,1
34,4,0.5,0,0,Tier_2,0
30,7,5.12,1,0,Tier_2,1
59,3,5.75,2,2,Tier_1,1
55,2,1.27,2,1,Tier_2,1
13,2,2.54,3,2,Tier_3,1
13,1,1.55,2,0,Tier_2,1
18,0,5.34,1,0,Tier_2,1
32,3,5.37,2,0,Tier_2,1
32,2,4.49,0,0,Tier_1,1
35,2,6.54,1,0,Tier_2,0
59,1,0.96,0,3,Tier_3,1
39,0,0.76,1,0,Tier_2,1
46,4,2.65,0,0,Tier_1,1
52,1,0.72,0,1,Tier_2,1
29,4,1.88,1,1,Tier_1,1
49,6,0.15,1,0,Tier_2,1
29,1,2.26,0,0,Tier_1,0
53,3,2.47,0,1,Tier_1,1
44,2,2.17,0,1,Tier_3,1
57,5,3.17,1,0,Tier_3,1
16,3,1.76,1,0,Tier_2,1
56,1,1.86,0,1,Tier_3,1
44,1,2.57,0,0,Tier_3,0
47,3,2.86,2,2,Tier_2,1
57,2,4.39,0,3,Tier_3,1
10,4,0.57,1,0,Tier_1,1
30,5,7.37,0,0,Tier_3,1
25,3,1.49,0,1,Tier_3,0
39,2,0.99,0,0,Tier_1,1
20,4,1.11,1,5,Tier_1,1
5,1,1.28,1,1,Tier_2,1
1,4,0.8,0,1,Tier_1,1
30,2,2.63,2,0,Tier_2,1
49,3,6.7,0,3,Tier_2,1
3,3,0.31,0,0,Tier_1,1
45,1,2.35,1,1,Tier_1,1
14,2,5.79,0,2,Tier_2,1
56,2,2.46,5,1,Tier_1,1
30,4,2.92,3,2,Tier_1,1
50,3,3.64,1,1,Tier_3,1
4,2,3.37,1,1,Tier_2,1
18,2,1.3,2,2,Tier_2,1
37,3,2.88,2,0,Tier_1,1
25,2,4.27,2,2,Tier_2,1
48,3,3.23,1,1,Tier_2,1
1,4,4.27,1,1,Tier_2,0
53,2,3.6,2,4,Tier_2,1
46,2,0.92,0,2,Tier_3,0
15,1,6.65,2,3,Tier_2,1
9,3,9.27,1,2,Tier_2,1
15,3,2.32,2,2,Tier_2,1
49,3,5.12,0,4,Tier_1,0
57,4,3.83,1,1,Tier_1,1
24,3,3.84,1,3,Tier_3,1
4,2,0.16,2,2,Tier_3,1
12,3,1.22,0,1,Tier_2,1
59,4,1.6,2,1,Tier_3,1
58,6,1.88,0,2,Tier_3,1
37,3,1.63,1,1,Tier_3,0
37,3,3.23,4,0,Tier_3,1
43,3,4.28,1,3,Tier_3,1
6,3,2.89,2,0,Tier_3,1
39,5,5.58,1,1,Tier_2,1
56,4,5.4,0,0,Tier_2,0
46,1,0.74,1,2,Tier_1,1
24,3,3.87,1,1,Tier_3,0
11,4,2.4,0,0,Tier_3,1
13,2,1.89,2,1,Tier_1,1
34,2,0.33,1,1,Tier_1,1
25,1,1.21,0,0,Tier_1,1
7,4,1.1,0,2,Tier_1,1
52,1,1.8,2,0,Tier_2,1
4,3,1.52,0,1,Tier_2,0
59,2,6.97,0,1,Tier_1,0
8,0,1.67,3,1,Tier_1,1
20,1,8.81,1,2,Tier_1,1
29,1,4.66,0,1,Tier_2,1
54,3,0.77,0,0,Tier_2,1
53,3,3.86,3,0,Tier_2,1
51,4,0.85,0,1,Tier_2,1
45,3,2.91,0,3,Tier_1,1
46,3,2.36,1,2,Tier_2,1
10,4,0.59,2,1,Tier_3,1
43,4,1.68,0,1,Tier_2,1
34,3,6.99,0,1,Tier_2,1
57,1,5.68,0,0,Tier_1,0
26,2,1.38,2,3,Tier_3,1
41,0,1.37,0,0,Tier_3,0
49,3,4.56,1,3,Tier_1,1
58,3,0.51,1,0,Tier_1,1
3,1,2.21,1,1,Tier_1,1
56,2,1.96,1,2,Tier_1,1
6,4,0.74,0,3,Tier_2,1
5,2,7.1,0,0,Tier_2,1
5,5,3.21,0,2,Tier_3,1
54,4,3.21,0,0,Tier_1,1
47,3,4.93,1,2,Tier_3,1
23,3,2.93,1,2,Tier_1,1
49,4,2.06,0,0,Tier_2,1
9,3,1.18,2,1,Tier_2,1
35,2,5.54,3,2,Tier_3,1
20,6,3.22,1,1,Tier_2,1
58,1,3.64,0,3,Tier_1,1
49,3,1.2,3,0,Tier_3,1
59,2,5.75,0,0,Tier_3,1
42,4,2.77,0,3,Tier_2,1
35,2,3.23,0,1,Tier_3,1
50,3,1.83,1,1,Tier_3,0
18,2,2.38,2,0,Tier_3,1
17,2,1.2,3,3,Tier_2,1
24,3,2.98,2,2,Tier_2,1
3,3,4.93,2,1,Tier_1,1
32,4,2.77,1,1,Tier_1,1
35,4,2.94,3,2,Tier_3,1
38,2,3.25,0,1,Tier_3,1
13,2,3.27,1,0,Tier_1,1
56,4,4.71,2,0,Tier_2,1
47,2,1.44,1,2,Tier_1,1
25,2,0.68,1,1,Tier_1,1
9,8,2.65,2,1,Tier_2,1
4,3,3.8,2,0,Tier_1,1
14,3,5.52,2,2,Tier_1,1
37,4,5.04,1,0,Tier_3,1
34,1,0.88,1,0,Tier_1,0
11,4,3.78,1,1,Tier_2,1
41,4,1.09,0,2,Tier_2,1
56,4,2.97,1,1,Tier_2,1
3,3,0.84,1,2,Tier_2,0
59,3,5.49,0,0,Tier_1,1
28,2,5.43,2,0,Tier_3,0
29,2,3.71,1,1,Tier_2,1
9,2,1.49,0,1,Tier_2,1
3,2,4.81,2,1,Tier_2,1
25,3,2.94,0,1,Tier_2,1
34,0,2.59,1,0,Tier_1,0
12,4,1.13,0,4,Tier_2,1
42,3,4.86,2,2,Tier_2,1
9,6,6.8,1,0,Tier_2,1
15,4,4.75,0,2,Tier_1,1
40,1,3.54,1,1,Tier_1,1
25,4,1.78,3,2,Tier_3,1
5,6,2.44,0,2,Tier_2,1
11,3,1.22,0,1,Tier_2,0
59,2,4.71,1,2,Tier_1,0
34,1,3.74,1,1,Tier_2,0
24,4,0.93,0,2,Tier_1,1
15,4,3.2,0,2,Tier_2,1
38,3,2.51,0,0,Tier_1,1
8,2,2.53,0,0,Tier_1,1
59,4,0.36,0,1,Tier_1,1
5,6,3.0,1,0,Tier_2,1
48,3,2.44,1,1,Tier_2,1
26,2,2.17,1,1,Tier_1,1
18,5,0.68,2,1,Tier_2,1
6,1,4.84,0,0,Tier_1,1
37,1,2.66,1,1,Tier_3,1
48,1,0.9,0,2,Tier_3,1
13,1,3.21,1,1,Tier_3,1
28,2,1.18,1,1,Tier_3,1
5,3,1.01,1,1,Tier_3,1
13,1,1.59,2,2,Tier_3,0
17,1,2.36,2,0,Tier_1,1
50,2,1.58,3,0,Tier_1,1
40,3,6.43,1,2,Tier_3,1
45,5,6.5,1,4,Tier_2,1
32,4,9.42,0,3,Tier_3,1
29,3,0.86,1,3,Tier_3,1
51,1,1.19,1,1,Tier_3,1
58,2,1.25,1,1,Tier_1,1
3,0,3.43,1,1,Tier_1,1
56,2,0.66,0,0,Tier_2,0
40,2,4.16,2,2,Tier_2,1
34,5,2.51,1,0,Tier_3,1
